0	12通道动态心电图
1	ABO亚型鉴定
2	ABO血型鉴定
3	B超
4	Rh血型其他抗原鉴定
5	Rh血型的C抗原鉴定
6	Rh血型的E抗原鉴定
7	Rh血型鉴定
8	X线摄影
9	X线计算机体层
10	α2-巨球蛋白测定
11	β2微球蛋白测定
12	一级护理
13	丁咯地尔
14	七叶皂苷
15	三磷酸腺苷
16	三级护理
17	三通接头
18	三通管
19	三通道心电图检查
20	上消化道造影
21	丙型肝炎抗体测定
22	中单
23	中心给氧
24	中心静脉导管
25	中心静脉测压
26	中心静脉穿刺置管术
27	中换药
28	丹参酮ⅡA磺酸钠
29	乙型肝炎DNA测定
30	乙型肝炎e抗体测定
31	乙型肝炎核心IgM抗体测定
32	乙型肝炎核心抗体测定
33	乙型肝炎核心抗原测定
34	乙型肝炎表面抗体测定
35	乙型肝炎表面抗原测定
36	乙胺丁醇
37	乙酰谷酰胺
38	乳酸脱氢酶测定
39	二甲双胍
40	二级护理
41	亚胺培南西司他丁钠
42	人免疫缺陷病毒抗体测定
43	会阴冲洗
44	住院诊查费
45	体内置放材料
46	依替米星
47	依达拉奉
48	依那普利
49	促甲状腺素受体抗体测定
50	促红细胞生成素测定
51	保留灌肠
52	偏瘫肢体综合训练
53	免疫球蛋白定量测定
54	全血粘度测定
55	兰索拉唑
56	养血清脑颗粒
57	冠心宁注射液
58	冲洗器
59	冷热湿敷
60	凝血酶时间测定
61	创口贴
62	利多卡因
63	利福平
64	动态血压监测
65	动脉采血
66	动静脉置管护理
67	单唾液酸四己糖神经节苷酯
68	单硝酸异山梨酯
69	单翼留置针
70	单脏器B超
71	单项补体测定
72	卡托普利
73	厄贝沙坦
74	去乙酰毛花苷
75	去白细胞浓缩红细胞
76	参松养心胶囊
77	参麦注射液
78	双氯芬酸
79	口罩
80	口腔器械盘
81	口腔护理
82	口腔护理包
83	右佐匹克隆
84	叶酸
85	叶酸测定
86	吞咽功能障碍训练
87	吡嗪酰胺
88	吡拉西坦
89	吲达帕胺
90	吸氧管
91	吸痰护理
92	吸痰管
93	呋塞米
94	呼吸机辅助呼吸
95	哌拉西林三唑巴坦
96	喜炎平注射液
97	四肢血管彩色多普勒超声
98	地塞米松
99	地西泮
100	地高辛
101	备皮
102	备皮包
103	复合维生素B
104	复方利血平氨苯蝶啶
105	复方川芎胶囊
106	复方氨基比林
107	复方氨基酸
108	复方氯化钠
109	复方溴咖片
110	复方雷尼替丁胶囊
111	复方麝香注射液
112	多巴胺
113	多潘立酮
114	多烯磷脂酰胆碱
115	多索茶碱
116	大小便器
117	大抢救
118	大换药
119	头孢他啶
120	头孢克肟
121	头孢呋辛
122	头孢哌酮舒巴坦
123	头孢唑啉
124	头孢唑林
125	头孢噻肟
126	头孢孟多酯
127	头孢硫脒
128	头痛宁胶囊
129	头皮针
130	奈替米星
131	奥拉西坦
132	奥美拉唑
133	妇科彩色多普勒超声检查
134	妥布霉素
135	室壁运动分析
136	导尿
137	导尿包
138	导管
139	小抢救
140	小换药
141	小牛血清去蛋白
142	尼可刹米
143	尼群地平
144	尼莫地平
145	尿α1微量球蛋白测定
146	尿培养加菌落计数
147	尿微量白蛋白测定
148	尿检
149	尿沉渣定量
150	尿沉渣镜检
151	尿液分析
152	尿激酶
153	尿素测定
154	尿红细胞位相
155	尿袋
156	尿道口护理
157	尿道狭窄扩张术
158	局部浸润麻醉
159	山莨菪碱
160	左心功能彩色多普勒超声检查
161	左旋氨氯地平
162	左氧氟沙星
163	布地奈德
164	庆大霉素
165	床单
166	康复评定
167	开塞露
168	异烟肼
169	引流管
170	引流管冲洗
171	引流袋
172	彩色多普勒超声检查
173	微量输液泵
174	心律失常捕捉监测
175	心率变异性分析
176	心电、压力连续示波
177	心电事件记录
178	心电图检查
179	心电监测
180	心肺复苏术
181	心脏彩色多普勒超声
182	快速全自动化细菌培养及鉴定
183	快速全自动化血培养及鉴定
184	快速血浆反应素试验
185	急诊监护费
186	急诊诊查费
187	手术中使用超声刀
188	手术包
189	抗甲状腺球蛋白抗体测定
190	抗链球菌溶血素O测定
191	护肝宁片
192	拆线
193	持续吸氧
194	指脉氧监测
195	换药包
196	擦浴
197	数字化摄影
198	敷贴
199	新生儿监护
200	无机磷测定
201	无针密闭输液接头
202	日常生活能力评定
203	普伐他汀
204	普通电针
205	普通针刺
206	曲美布汀
207	曲马多
208	更换引流装置
209	替米沙坦
210	术后伤口持续低负压引流
211	机器法连续性血液净化
212	机械辅助排痰
213	果糖
214	柴胡注射液
215	格列吡嗪
216	格列齐特
217	桂哌齐特
218	梅毒螺旋体特异抗体测定
219	气管插管术
220	氟伐他汀
221	氟哌噻吨美利曲辛
222	氟康唑
223	氟桂利嗪
224	氢氯噻嗪
225	氧化雾化
226	氧气吸入
227	氨基己酸
228	氨溴索
229	氨甲环酸
230	氨甲苯酸
231	氨茶碱
232	氯化钙
233	氯化钠
234	氯化钾
235	氯已定
236	氯测定
237	氯芬待因
238	氯苯那敏
239	水溶性维生素
240	泌尿系彩色多普勒超声检查
241	法莫替丁
242	注射器
243	注射泵推注
244	注射用灯盏花素
245	泮托拉唑
246	洛伐他汀
247	洛贝林
248	活化部分凝血活酶时间测定
249	活血通脉片
250	浅表器官彩色多普勒超声检查（甲状腺及颈部淋巴
251	浓缩血小板
252	淀粉酶测定
253	清创缝合
254	清洁灌肠
255	湿润烧伤膏
256	滤器
257	灯盏花素注射液
258	物理降温
259	特布他林
260	特拉唑嗪
261	特殊介质交叉配血
262	特殊消毒
263	特殊物理降温
264	特殊采血管
265	特级护理
266	环磷腺苷葡胺
267	瑞格列奈
268	甘油果糖
269	甘露醇
